,ItemName,Brand,BrandModel,Processor_Brand,Processor_Des,Processor_Gen,RAM,Storage,OS,ScreenSize_cm,Price,Discount,Star_Rating,Reviews,Ratings
383,DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 3050/120 Hz)...,DELL ,DELL G15,Intel,Core i5,10th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,80990.0,21,0.0,0,0
384,HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 14-ec0033AU Thin and Light La...,HP ,HP Pavilion,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,62990.0,13,4.4,4,22
385,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,59990.0,35,3.8,10,68
386,HP Spectre x360 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 L...,HP ,HP Spectre,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,34.29 cm,115990.0,25,0.0,0,0
387,HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 La...,HP ,HP Spectre,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,34.29 cm,130990.0,26,0.0,0,0
388,ASUS ROG Zephyrus M16 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) GU603ZM-K8035W...,ASUS ,ASUS ROG,Intel,Core i7,12th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,40.64 cm,179990.0,42,0.0,0,0
389,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,59990.0,35,3.9,6,14
390,acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin a...,acer ,acer Swift,AMD,Ryzen 7,,16 GB,1 TB SSD,64 bit Windows 11 Operating System,35.56 cm,99990.0,28,0.0,0,0
391,SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN...,SAMSUNG ,SAMSUNG Galaxy,Qualcomm,Snapdragon 7c,,4 GB,,Windows 11 Operating System,35.56 cm,32990.0,31,4.7,1,7
392,ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC302WS 2 in 1 Lapt...,ASUS ,ASUS VivoBook,Intel,Core i3,11th Gen,8 GB,256 GB SSD,64 bit Windows 11 Operating System,35.56 cm,49990.0,25,0.0,0,0
393,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphic...,ASUS ,ASUS ZenBook,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,35.56 cm,134990.0,18,0.0,0,0
394,ASUS ROG Strix G15 (2021) Advantage Edition Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home...,ASUS ,ASUS ROG,AMD,Ryzen 9,,16 GB,1 TB SSD,Windows 10 Operating System,39.62 cm,154990.0,25,4.6,42,200
395,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) U...,ASUS ,ASUS Zenbook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,33.78 cm,84990.0,27,4.2,2,10
396,ASUS Ryzen 7 Octa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX1650-...,ASUS ,ASUS Ryzen,AMD,Ryzen 7,4th Gen,8 GB,512 GB SSD,Windows 10 Operating System,39.62 cm,75990.0,21,0.0,0,0
397,Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158...,Lenovo ,Lenovo IdeaPad,Intel,Core i3,10th Gen,4 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,35990.0,29,4.3,64,771
398,MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/...,MSI ,MSI Delta,AMD,Ryzen 9,5th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,39.62 cm,142990.0,24,0.0,0,0
399,HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0190AU Thin and Lig...,HP ,HP Pavilion,AMD,Ryzen 5,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,33.78 cm,64980.0,27,4.5,27,176
400,Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Lig...,Lenovo ,Lenovo Ideapad,AMD,Ryzen 7,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,58990.0,3,4.4,69,536
401,DELL Inspiron Ryzen 5 Hexa Core R5-5500U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Lapt...,DELL ,DELL Inspiron,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,67990.0,27,5.0,0,4
402,DELL Vostro Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5415 Thin and Light Lap...,DELL ,DELL Vostro,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,59490.0,9,0.0,0,0
403,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,HP ,HP Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,51490.0,6,4.3,49,526
404,realme Book Prime Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lap...,realme ,realme Book,Intel,Core i5,11th Gen,16 GB,512 GB SSD,Windows 11 Operating System,35.56 cm,64990.0,13,4.3,11,32
405,Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,Lenovo ,Lenovo IdeaPad,AMD,Ryzen 7,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,78990.0,33,0.0,0,0
406,HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,HP ,HP Ryzen,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,51490.0,6,4.3,49,526
407,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Lenovo ,Lenovo IdeaPad,Intel,Core i5,10th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,62990.0,26,4.3,39,487
408,ASUS Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-A20303 Chromebook,ASUS ,ASUS Chromebook,Intel,,,4 GB,,Chrome Operating System,39.62 cm,24990.0,19,4.1,98,547
409,DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) Vostro 3400 Thin and Light Laptop,DELL ,DELL Vostro,Intel,Core i3,11th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,35.56 cm,41990.0,6,3.9,21,258
410,acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,acer ,acer Predator,Intel,Core i5,10th Gen,16 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,94990.0,27,4.6,136,980
411,ASUS ZenBook Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX325EA-KG701WS Thin and Light Laptop,ASUS ,ASUS ZenBook,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,33.78 cm,99990.0,22,0.0,0,0
412,ASUS ROG Zephyrus G14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4...,ASUS ,ASUS ROG,AMD,Ryzen 7,5th Gen,8 GB,1 TB SSD,64 bit Windows 10 Operating System,35.56 cm,89990.0,33,0.0,0,0
413,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,DELL ,DELL Inspiron,AMD,Ryzen 3,,8 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,39490.0,20,4.1,39,415
414,Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Laptop,Lenovo ,Lenovo Core,Intel,Core i3,10th Gen,8 GB,256 GB SSD,Windows 11 Operating System,39.62 cm,37990.0,32,0.0,0,0
415,MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,MSI ,MSI Creator,Intel,Core i9,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,40.64 cm,192990.0,25,0.0,0,0
416,ASUS Chromebook Flip Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C214MA-BU0452 Chromebook,ASUS ,ASUS Chromebook,Intel,,,4 GB,,Chrome Operating System,29.46 cm,22990.0,23,4.1,179,1018
417,HP OMEN Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 16...,HP ,HP OMEN,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,40.89 cm,79690.0,9,0.0,0,0
418,ASUS Zephyrus M16 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,ASUS ,ASUS Zephyrus,Intel,Core i7,11th Gen,16 GB,1 TB SSD,Windows 10 Operating System,40.64 cm,139990.0,28,0.0,0,0
419,ASUS TUF Gaming A15 Ryzen 7 Octa Core 4800H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,ASUS ,ASUS TUF,AMD,Ryzen 7,,8 GB,1 TB SSD,Windows 10 Operating System,39.62 cm,95990.0,9,4.7,2,56
420,Lenovo ThinkPad E15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) E15 Laptop,Lenovo ,Lenovo ThinkPad,Intel,Core i3,11th Gen,4 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,44990.0,24,4.2,4,45
421,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graph...,ASUS ,ASUS ZenBook,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,114000.0,19,4.4,11,59
422,ASUS ZenBook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX325EA-KG502WS Thin and Light Lapto...,ASUS ,ASUS ZenBook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,33.78 cm,74990.0,13,0.0,0,0
423,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,APPLE ,APPLE MacBook,Intel,Core i5,10th Gen,16 GB,512 GB SSD,Mac OS Operating System,33.02 cm,162990.0,6,4.4,5,32
424,acer Nitro Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,acer ,acer Nitro,,NaN,,8 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,72990.0,27,4.5,69,435
425,HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop,HP ,HP Pavilion,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,63990.0,14,4.3,0,4
426,HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 15-eh2018AU Thin and Light Lap...,HP ,HP Pavilion,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,60190.0,9,0.0,0,0
427,acer Travelmate Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Noteb...,acer ,acer Travelmate,Intel,Core i5,11th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,52290.0,12,3.8,3,8
428,Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) Carbon 13ITL5 Thin an...,Lenovo ,Lenovo Yoga,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,33.78 cm,109990.0,34,3.4,2,5
429,ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB501TS Thin a...,ASUS ,ASUS VivoBook,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,58990.0,20,4.4,13,93
430,Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,Infinix ,Infinix X1,Intel,Core i7,10th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,51990.0,25,4.2,16,95
431,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Lapt...,DELL ,DELL Inspiron,AMD,Ryzen 5,,8 GB,256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,44490.0,21,4.0,24,283
432,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,MSI ,MSI Katana,Intel,Core i7,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,94990.0,19,0.0,0,0
433,APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,APPLE ,APPLE MacBook,Intel,Core i5,8th Gen,8 GB,512 GB SSD,Mac OS Operating System,33.78 cm,171990.0,4,4.2,13,108
434,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,APPLE ,APPLE 2021,AppleM1,,,16 GB,1 TB SSD,Mac OS Operating System,36.07 cm,225990.0,5,4.8,10,60
435,MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060)...,MSI ,MSI Stealth,NVIDIA,,8th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,184790.0,2,4.8,1,5
436,Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and Light ...,Lenovo ,Lenovo Ideapad,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,64990.0,35,5.0,0,3
437,ASUS VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Lapt...,ASUS ,ASUS VivoBook,Intel,Core i5,8th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,53690.0,8,4.5,3,21
438,acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light ...,acer ,acer Intel,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,73990.0,32,0.0,0,0
439,Lenovo IdeaPad 3 15IML05 Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) IdeaPad -3_15IM...,Lenovo ,Lenovo IdeaPad,Intel,Core i3,10th Gen,8 GB,1 TB HDD256 GB SSD,64 bit Windows 11 Operating System,39.62 cm,40990.0,27,0.0,0,0
440,ASUS Ryzen 5 Quad Core 3rd Gen - (8 GB/512 GB SSD/Windows 11 Home) M515DA-BQ512WS Thin and Light Lapto...,ASUS ,ASUS Ryzen,AMD,Ryzen 5,3rd Gen,8 GB,512 GB SSD,Windows 11 Operating System,39.62 cm,44980.0,22,0.0,0,0
441,HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop,HP ,HP Spectre,Intel,Core i7,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,33.78 cm,179990.0,16,4.2,5,13
442,acer Aspire Vero(Green PC ) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) AV15-51 Thin and Ligh...,acer ,acer Aspire,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,56990.0,12,5.0,1,1
443,ASUS ROG Strix G Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,ASUS ,ASUS ROG,,,9th Gen,16 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,99990.0,17,4.5,241,1882
444,Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15 ITL 05 T...,Lenovo ,Lenovo Ideapad,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,66990.0,36,4.1,5,76
445,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,DELL ,DELL Inspiron,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,89890.0,17,4.5,1,2
446,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Lenovo ,Lenovo IdeaPad,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,59990.0,35,3.9,6,14
447,Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,Lenovo ,Lenovo Legion,AMD,Ryzen 5,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,75999.0,29,0.0,0,0
448,MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,MSI ,MSI Stealth,Intel,Core i7,12th Gen,32 GB,1 TB SSD,64 bit Windows 11 Operating System,39.62 cm,279990.0,10,0.0,0,0
449,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,HP ,HP OMEN,AMD,Ryzen 7,,16 GB,512 GB SSD,64 bit Windows 11 Operating System,40.89 cm,106990.0,12,0.0,0,0
450,MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,MSI ,MSI Stealth,Intel,Core i7,12th Gen,32 GB,1 TB SSD,64 bit Windows 11 Operating System,39.62 cm,279990.0,10,0.0,0,0
451,ASUS Pentium Quad Core - (4 GB/1 TB HDD/Windows 10 Home) X543MA-DM101T Laptop,ASUS ,ASUS Pentium,Intel,,,4 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,25990.0,16,3.7,360,2820
452,HP Envy Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics) 15-ep0123TX Laptop,HP ,HP Envy,Intel,Core i7,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,144690.0,16,4.2,4,17
453,acer Predator Helios 300 Octa Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graph...,acer ,acer Predator,,NaN,10th Gen,16 GB,1 TB HDD256 GB SSD,64 bit Windows 10 Operating System,39.62 cm,109990.0,26,4.5,189,1357
454,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,ALIENWARE ,ALIENWARE Core,NVIDIA,,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,214790.0,9,4.1,4,13
455,HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 14-ea0077TU 2 in 1 Lap...,HP ,HP Spectre,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,34.29 cm,165000.0,17,0.0,0,0
456,ASUS Vivobook 14 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415FA-BV341T Laptop,ASUS ,ASUS Vivobook,Intel,Core i3,10th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,35490.0,24,0.0,0,0
457,ASUS Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,ASUS ,ASUS Core,Intel,Core i7,10th Gen,32 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,224990.0,17,4.6,0,10
458,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFor...,acer ,acer Predator,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,39.62 cm,129990.0,13,4.5,7,54
459,HP 15s Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-du3038TU Thin and Light Laptop,HP ,HP 15s,Intel,Core i3,11th Gen,8 GB,1 TB HDD,64 bit Windows 10 Operating System,39.62 cm,43290.0,7,4.1,289,2358
460,HP Envy Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Pro/6 GB Graphics) 15-ep1087TX Laptop,HP ,HP Envy,Intel,Core i9,11th Gen,32 GB,1 TB SSD,64 bit Windows 11 Operating System,39.62 cm,208190.0,15,0.0,0,0
461,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,ASUS ,ASUS ZenBook,Intel,Core i7,10th Gen,16 GB,1 TB SSD,64 bit Windows 10 Operating System,35.56 cm,124990.0,14,4.6,1,17
462,HP Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 250 G8 Laptop,HP ,HP Core,Intel,Core i3,11th Gen,8 GB,1 TB HDD,Windows 11 Operating System,39.62 cm,40699.0,6,0.0,0,0
463,ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) GA401QH-HZ080TS Thin ...,ASUS ,ASUS Ryzen,AMD,Ryzen 7,,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,79990.0,39,5.0,2,3
464,ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,ASUS ,ASUS ROG,AMD,Ryzen 7,,8 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,81990.0,24,4.7,97,670
465,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin a...,DELL ,DELL Inspiron,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 11 Operating System,39.62 cm,71290.0,25,0.0,0,0
466,HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba1501TX T...,HP ,HP HP,Intel,Core i5,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,33.78 cm,75990.0,23,4.4,3,19
467,Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 14IGL05 Thin and Light Laptop,Lenovo ,Lenovo IdeaPad,Intel,,,4 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,31299.0,15,0.0,0,0
468,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EAR-K...,ASUS ,ASUS ZenBook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,99990.0,18,0.0,0,0
469,DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,DELL ,DELL Inspiron,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,73990.0,20,4.1,0,7
470,ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC512WS 2 in 1 Lapt...,ASUS ,ASUS VivoBook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,63990.0,22,0.0,0,0
471,ASUS Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-EJ512TS Thin a...,ASUS ,ASUS Core,Intel,Core i5,10th Gen,8 GB,1 TB HDD256 GB SSD,Windows 10 Operating System,39.62 cm,58990.0,15,5.0,1,1
472,MSI Prestige 14 Evo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11...,MSI ,MSI Prestige,Intel,Core i7,11th Gen,16 GB,512 GB SSD,64 bit Windows 10 Operating System,35.56 cm,89990.0,15,0.0,0,0
473,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,HP ,HP OMEN,Intel,Core i7,11th Gen,16 GB,1 TB SSD,64 bit Windows 11 Operating System,40.89 cm,119990.0,13,0.0,0,0
474,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EA-KA...,ASUS ,ASUS ZenBook,Intel,Core i5,11th Gen,8 GB,512 GB SSD,64 bit Windows 11 Operating System,35.56 cm,99990.0,18,0.0,0,0
475,ASUS VivoBook S S15 ScreenPad Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S532E...,ASUS ,ASUS VivoBook,Intel,Core i7,11th Gen,8 GB,512 GB SSD,64 bit Windows 10 Operating System,39.62 cm,78990.0,24,4.5,4,37
476,acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,acer ,acer Spin,,,7th Gen,8 GB,256 GB SSD,64 bit Windows 10 Operating System,35.56 cm,119990.0,3,4.0,1,1
